Sentence #,mymensingh_word,bio_tag
,সুন্দরি,O
,দের,O
,সাথে,O
,ঢং,O
,কইরা,O
,আস,O
Sentence: 1461,আমার,O
,বর,B-REL
,ছোটবেলায়,O
,তার,O
,মা,B-REL
,হারায়,O
Sentence: 2370,তোমার,O
,বিয়ার,O
,জীবন,O
,সুখের,O
,হোক,O
Sentence: 1185,হেরার,O
,চাওয়া,O
,না,O
,চাওয়ার,O
,গুরুত্ব,O
,দেন,O
Sentence: 2266,এই,O
,মাসে,O
,ছেড়া,B-REL
,তার,O
,পরিবার,O
,নিয়া,O
,ঘুরতে,O
,যাওনের,O
,কথা,O
Sentence: 2625,কসম,O
,আমার,O
,শইল্লো,O
,জ্বর,O
Sentence: 2676,আমরার,O
,বাড়ি,O
,যশোর,B-LOC
Sentence: 2135,ছেড়াডারে,O
,আমার,O
,এক্কেরেই,O
,ভালা,O
,লাগসেনা,O
Sentence: 905,ভিডিও,O
,বানানুর,O
,কী,O
,দরকার,O
,আসিল,O
Sentence: 1552,বইটা,B-OBJ
,পাওয়ন,O
,যায়,O
,কি,O
,না,O
Sentence: 2402,আমি,O
,যেই,O
,ছেড়ারে,O
,পসন্দ,O
,করি,O
,হেয়,O
,আমার,O
,পরিবারের,O
,কাউরে,O
,সম্মান,O
,করেনা,O
Sentence: 1716,হেয়,O
,আমার,O
,কথার,O
,জবাবে,O
,ছোটো,O
,কইরা,O
,কইলেন,O
,হ্যাঁ,O
Sentence: 3125,সে,O
,আমারে,O
,অপমান,O
,করে,O
Sentence: 3327,গলা,O
,মেলা,O
,ভালা,O
Sentence: 1516,উপহার,O
,দিতে,O
,অনেকের,O
,ভালা,O
,লাগে,O
Sentence: 46,হেয়,O
,ইস্কুলে,B-ORG
,যায়া,O
,বন্ধুরার,B-REL
,সাথে,O
,গল্প,O
,করে,O
Sentence: 3416,একটা,O
,উপহার,B-OBJ
,দিসে,O
Sentence: 50,ছেড়াটা,O
,হের,O
,গ্রামের,B-LOC
,ছোট,O
,একটা,O
,ইস্কুল,B-ORG
,থাইক্কা,O
,পড়ালেহা,O
,কইরা,O
,এসএসসি,O
,পাশ,O
,করসে,O
Sentence: 801,কিন্তু,O
,আইজ,O
,পর্যন্ত,O
,আমার,O
,জামাই,B-REL
,আমারে,O
,খোঁচা,O
,মেরে,O
,কথা,O
,কয়নাই,O
Sentence: 1114,আমি,O
,একটা,O
,খুব,O
,বড়,O
,সমস্যায়,O
,পড়সি,O
,দয়া,O
,কইরা,O
,কেউ,O
,হাসাহাসি,O
,করবেন,O
,না,O
Sentence: 3020,মাইয়াডা,O
,শাড়ি,B-OBJ
,পইড়া,O
,আমার,O
,লগে,O
,দেহা,O
,করবার,O
,আইসিন,O
Sentence: 2417,আমার,O
,লগে,O
,হের,O
,পরিচয়,O
,হইসে,O
,ইস্কুলে,B-ORG
,গিয়া,O
Sentence: 2348,আমার,O
,বান্ধুবির,B-REL
,একটা,O
,ছোট,B-ANI
,বিড়াল,I-ANI
,আসে,O
Sentence: 1741,এই,O
,মুগ্ধতায়,O
,বিভোর,O
,থাকতাম,O
,চাই,O
,আমি,O
,আজীবন,O
Sentence: 69,মেলাদিন,O
,পরে,O
,একটা,O
,ভালা,O
,ছবি,O
,দেখলাম,O
Sentence: 1737,কোন,O
,বিষয়,O
,নিয়া,O
,আমার,O
,রাগ,O
,থাকলে,O
,আমি,O
,কিসু,O
,কইলেও,O
,হেয়,O
,চুপ,O
,কইরা,O
,থাইক্কা,O
,আমারে,O
,বুঝায়,O
Sentence: 3051,কাইলকা,O
,চুরি,O
,হইসিন,O
Sentence: 1948,অনেকে,O
,কয়,O
,প্রেম,O
,করলে,O
,মাইনষে,O
,বেক্কল,O
,হয়,O
Sentence: 866,ঐ,O
,মহিলা,O
,আর,O
,হেয়,O
,মিল্লা,O
,আমারে,O
,গালিগালাজ,O
,করতে,O
,থাহে,O
Sentence: 430,আফনে,O
,কি,O
,বাংলা,O
,নাটক,O
,দেখতে,O
,পারেন,O
Sentence: 2742,ক্রিকেট,O
,খেলবাম,O
Sentence: 2769,তুমারে,O
,এইনতে,O
,যাইবার,O
,কইসি,O
Sentence: 1174,আমার,O
,বউ,B-REL
,আমার,O
,থাইক্কা,O
,বয়সে,O
,আট,O
,বছরের,O
,ছোট,O
Sentence: 1703,কান,O
,পাকে,O
,ফোড়া,O
,পাকে,O
Sentence: 1075,আশা,O
,করতাসি,O
,সব,O
,কিসুর,O
,সমাধান,O
,হইব,O
Sentence: 1647,হের,O
,বয়স,O
,কম,O
,বেশি,O
,সত্তর,O
,বছর,O
Sentence: 1068,অবশ্যই,O
,আফনে,O
,নিয়মিত,O
,নামাজ,O
,পইড়া,O
,আল্লাহর,O
,কাসে,O
,শান্তি,O
,প্রার্থনা,O
,করতে,O
,পারেন,O
Sentence: 1887,আইজকে,O
,ইস্কুলে,B-ORG
,তোমরারে,O
,কিতা,O
,কিতা,O
,পড়াইসে,O
Sentence: 845,এই,O
,সব,O
,তেল,O
,আমারে,O
,দিবা,O
,না,O
,বিরক্ত,O
,লাগে,O
Sentence: 1861,কাঁচা,B-FOOD
,আমের,I-FOOD
,শরবত,I-FOOD
,মেলা,O
,টক,O
Sentence: 3403,কতো,O
,তারিখ,O
Sentence: 545,তারে,O
,কাজল,B-OBJ
,দিলে,O
,মেলা,O
,ভালা,O
,লাগে,O
Sentence: 435,তুই,O
,আমার,O
,সাথে,O
,একটা,O
,গান,O
,গাইতে,O
,পারবি,O
Sentence: 1936,আমি,O
,তোমার,O
,বাসায়,O
,ঘুরতে,O
,আয়াম,O
Sentence: 737,বেহেই,O
,হারায়া,O
,যায়,O
Sentence: 3336,খেলা,O
,তোমার,O
,কিরুম,O
,লাগে,O
Sentence: 2409,হেরার,O
,পারিবারিক,O
,ভাবেই,O
,বিয়া,O
,হইসে,O
Sentence: 2643,ঘুম,O
,আয়,O
,কেরে,O
Sentence: 24,সে,O
,আমারে,O
,অপমান,O
,করে,O
Sentence: 795,লোক,O
,দেহানু,O
,শেষ,O
Sentence: 229,তোমার,O
,পসন্দের,O
,বেশ,O
,কয়েকটা,O
,বই,B-OBJ
,কিনসি,O
Sentence: 3451,আমি,O
,তারে,O
,ভালোবাসি,O
Sentence: 3465,যাওনের,O
,সময়,O
,কই,O
,গেসোস,O
Sentence: 1123,হের,O
,লগে,O
,পরিচয়,O
,তারে,O
,প্রাইভেট,O
,পড়াইতে,O
,গিয়া,O
Sentence: 1258,আমার,O
,বাপ,B-REL
,ভাই,B-REL
,বোন,B-REL
,কেউ,O
,নাই,O
Sentence: 851,আমার,O
,কাছে,O
,ধরা,O
,পড়ার,O
,পরেও,O
,স্বীকার,O
,না,O
,করে,O
,উল্টা,O
,আমার,O
,গায়ে,O
,হাত,O
,তুলে,O
Sentence: 183,এহনো,O
,ভালা,O
,লাগে,O
,গানডা,O
Sentence: 1922,মেলা,O
,রাইত,O
,হইসে,O
,এহন,O
,ঘুমায়া,O
,যাও,O
Sentence: 1584,হেয়,O
,কোন,O
,বিষয়,O
,নিয়া,O
,কথা,O
,কইতাসিলেন,O
Sentence: 2302,আমার,O
,মেলা,O
,ভয়,O
,লাগসে,O
,কোন,O
,দিন,O
,আমি,O
,কিডন্যাপ,O
,হয়া,O
,না,O
,যাই,O
Sentence: 3033,ওইনদা,O
,যাইতাম,O
,না,O
Sentence: 553,কিন্তু,O
,আমিতো,O
,তোমার,O
,লগে,O
,যাইতাম,O
,না,O
Sentence: 678,আম,B-FOOD
,আমার,O
,প্রিয়,O
,ফল,B-FOOD
Sentence: 2003,কেউ,O
,তারে,O
,ভালবাসতো,O
,নাহ,O
Sentence: 1995,আমরা,O
,বেহেই,O
,একসাথে,O
,হাসি,O
,খুশি,O
,কইরা,O
,সময়,O
,কাডাই,O
Sentence: 385,অনেকগুলা,O
,রাশিয়ান,O
,শব্দ,O
,শিখসিলাম,O
Sentence: 3191,বন্ধু,B-REL
,আমারে,O
,লাল,B-COL
,শাড়ি,B-OBJ
,কিন্না,O
,দিসে,O
Sentence: 1311,আমার,O
,শ্বশুরবাড়ির,O
,লোকজন,O
,এটা,O
,এক্কেরেই,O
,পসন্দ,O
,করে,O
,না,O
Sentence: 1432,হেও,O
,আমার,O
,প্রতি,O
,দুর্বল,O
,হয়া,O
,গেসিলো,O
Sentence: 1493,আমি,O
,গতকাল,O
,ইস্কুলে,B-ORG
,আইনাই,O
Sentence: 431,আফনে,O
,কি,O
,কুনো,O
,কবিতা,O
,লিখতে,O
,পারেন,O
Sentence: 994,এক,O
,পর্যায়ে,O
,এমন,O
,অবস্থা,O
,করে,O
,মে,O
,আমিও,O
,দূর্বল,O
,হয়া,O
,যাই।,O
Sentence: 1619,বিশাল,O
,বড়,O
,বড়,O
,গাছ,O
Sentence: 2169,আমারে,O
,পরিক্ষার,O
,আগে,O
,বেগ,O
,কিসু,O
,নিয়া,O
,পড়ালেহা,O
,করতে,O
,হইব,O
Sentence: 2244,তোমারে,O
,নিয়া,O
,সুখের,O
,পৃথিবী,B-LOC
,সাজাইতাম,O
,চাই,O
Sentence: 1177,টুকটাক,O
,টিউশনি,O
,কইরা,O
,যটটুকু,O
,আয়,O
,হয়,O
,তা,O
,দিয়া,O
,নিজের,O
,হাতখরচই,O
,ঠিকমতো,O
,চলে,O
,না,O
Sentence: 3417,উপহার,B-OBJ
,দিসে,O
Sentence: 3147,তুমার,O
,লেইগা,O
,আমার,O
,মেলা,O
,কস্ট,O
,ওয়,O
Sentence: 3048,আমার,O
,গাড়িডা,B-OBJ
,কাইলকা,O
,চুরি,O
,হইয়া,O
,গেসে,O
Sentence: 2342,আমার,O
,বড়,B-REL
,ভাই,I-REL
,একজন,O
,বদমেজাজি,O
,লোক,O
Sentence: 3021,লাল,B-COL
,রঙের,I-COL
,শাড়ি,B-OBJ
Sentence: 62,একটা,O
,ছুটো,O
,আবু,O
,ফুটপাতে,B-LOC
,হাটতাসে,O
Sentence: 555,তোমার,O
,ভালা,O
,না,O
,লাগলে,O
,কিসু,O
,করনের,O
,নাই,O
Sentence: 66,ইস্কুল,B-ORG
,জীবনতে,O
,তারার,O
,প্রেম,O
,আসিল,O
Sentence: 2012,আফনেরে,O
,কেমন,O
,ভাবে,O
,সাহায্য,O
,করতাম,O
,ফারি,O
Sentence: 353,বিয়ার,O
,পর,O
,মোডা,O
,হইব,O
,এমন,O
,স্বপ্ন,O
,নিয়া,O
,বাইচ্চা,O
,আসে,O
,হাজারো,O
,পাতলা,O
,মাইয়া,O
Sentence: 434,তুইন,O
,কিতা,O
,এই,O
,বইডা,B-OBJ
,পড়তে,O
,হারস,O
Sentence: 47,হেয়,O
,ইস্কুলের,B-LOC
,মাঠে,I-LOC
,প্রত্যেকদিন,O
,ক্রিকেট,O
,খেলে,O
Sentence: 2708,উইঠ্যা,O
,যাও,O
Sentence: 1862,সরিষার,B-FOOD
,তেল,B-FOOD
,দিয়া,O
,ঝাল,B-FOOD
,মুড়ি,I-FOOD
,বানাও,O
Sentence: 1336,আমার,O
,সম্পর্কের,O
,চার,O
,বছর,O
,হইতে,O
,চলল,O
Sentence: 3093,টুপি,B-ROLE
,বিক্রেতা,I-ROLE
,আসিন,O
Sentence: 2198,আমার,O
,মনের,O
,ভালবাসা,O
,চিরদিন,O
,তোমার,O
,লাইজ্ঞা,O
,থাইক্কা,O
,যাইব,O
Sentence: 2107,আমি,O
,ওর,O
,নাম,O
,জানি,O
Sentence: 2161,মাইয়াডা,O
,এহন,O
,সিলেট,B-LOC
,যাইব,O
Sentence: 2829,আফেল,B-FOOD
,আমার,O
,পসন্দ,O
Sentence: 2309,ছেড়াডা,O
,গাড়ির,B-OBJ
,নিচে,O
,পইরা,O
,মইরা,O
,যায়,O
Sentence: 2049,আমি,O
,মেলা,O
,খুশি,O
Sentence: 1437,হেয়,O
,কইসিলো,O
,সমস্যা,O
,নাই,O
Sentence: 2924,অবাক,O
,হইয়া,O
,গেসিলাম,O
Sentence: 2949,ডাক্তার,B-ROLE
,নাকি,O
,কসাই,B-ROLE
Sentence: 2027,আমি,O
,আফনের,O
,কাসে,O
,পরামর্শ,O
,চাই,O
Sentence: 833,বউ,B-REL
,মেকআপ,O
,তুলতে,O
,তুলতে,O
,যামুই,O
,না,O
,আইজ,O
Sentence: 3413,আজকে,O
,জন্মদিন,O
Sentence: 3089,হেইনে,O
,নিয়া,O
,চলো,O
Sentence: 1037,অন্য,O
,কোনেহানে,O
,বিয়া,O
,কইরা,O
,ভালা,O
,থাকবা,O
,তা,O
,কেমনে,O
,হয়,O
Sentence: 136,ভালোবাসা,O
,পাওনের,O
,চাইতে,O
,ভালোবাসা,O
,দেওয়াতেই,O
,বেশি,O
,আনন্দ,O
Sentence: 2377,আমার,O
,মা,B-REL
,অনেক,O
,কষ্ট,O
,কইরা,O
,আমরারে,O
,বড়,O
,করসে,O
Sentence: 2382,আমি,O
,আর,O
,আমার,O
,ছোট,B-REL
,বইন,I-REL
,আইজ,O
,খালাম্মার,B-REL
,বাসায়,O
,ঘুরতে,O
,যাইব,O
Sentence: 3300,মেধাবী,O
,আসিলাম,O
Sentence: 2970,আমার,O
,ঠান্ডা,O
,লাগসে,O
Sentence: 1588,বেগ,O
,মানুষের,O
,ভাষা,O
,এক,O
,রহমের,O
,না,O
Sentence: 2143,আমার,O
,ঘুরতে,O
,মেলা,O
,ভালা,O
,লাগে,O
Sentence: 598,মন,O
,ভালা,O
,করতে,O
,তোমরা,O
,কিতা,O
,কর,O
Sentence: 1232,এই,O
,মাইয়া,O
,রীতিমতো,O
,আমার,O
,ভাই,B-REL
,আর,O
,মারে,B-REL
,কষ্ট,O
,দিতাসে,O
Sentence: 3392,হেরার,O
,মধ্যে,O
,মিলডা,O
,আসিন,O
,না,O
Sentence: 844,সবুজ,B-COL
,শাড়ি,B-OBJ
,কি,O
,তোমার,O
,এক্স,O
,কোনো,O
,গার্লফ্রেন্ডের,B-REL
,পসন্দের,O
,রঙ,O
Sentence: 120,এই,O
,দুনিয়াতে,B-LOC
,প্রিয়,O
,মানুষগুলোরে,O
,ছাড়া,O
,বাইচ্চা,O
,থাকাটা,O
,কষ্টকর,O
,কিন্তু,O
,অসম্ভব,O
,কিসু,O
,না,O
Sentence: 453,কলকাতার,B-LOC
,মোহনবাগানের,B-ORG
,ফুটবল,I-ORG
,দল,I-ORG
,মেলা,O
,জনপ্রিয়,O
Sentence: 2048,তুমি,O
,কিতা,O
,বাংলা,O
,গান,O
,হুনতে,O
,ফারো,O
Sentence: 2578,আমি,O
,তারে,O
,কইলাম,O
Sentence: 2664,সাদা,B-COL
,রঙ্গের,I-COL
,একটা,O
,শার্ট,B-OBJ
Sentence: 3130,শুক্কুরবার,O
,মা,B-REL
,ঠিকই,O
,কইসিন,O
Sentence: 550,আফনে,O
,যেই,O
,ছেড়াডারে,O
,ভালবাসেন,O
,সেই,O
,ছেড়াডা,O
,কি,O
,আফনেরে,O
,ভালবাসে,O
Sentence: 2318,তোমার,O
,ছোট,B-REL
,ভাইয়ের,I-REL
,জন্মদিন,O
,কবে,O
Sentence: 3361,মাছডা,B-FOOD
,খাইবার,O
,পসন্দ,O
,করি,O
Sentence: 3262,আমার,O
,পরিবারের,O
,কতা,O
,কইতে,O
,চাই,O
Sentence: 2489,আমার,O
,বড়,B-REL
,বইনডা,I-REL
,কাঁচা,B-FOOD
,আমের,I-FOOD
,শরবত,I-FOOD
,খাইতে,O
,মেলা,O
,ভালবাসে,O
Sentence: 1161,আমরা,O
,মাইয়াডারে,O
,নিয়া,O
,পোলার,O
,বাসায়,O
,যাই,O
Sentence: 115,চোক্ষের,O
,কান্দনে,O
,মুইচ্ছা,O
,দিমু,O
,তোমার,O
,হাসি,O
Sentence: 1833,জামরুল,B-FOOD
,আমার,O
,প্রিয়,O
,ফল,B-FOOD
Sentence: 2218,আফনে,O
,যে,O
,মানুষটরে,O
,ভালবাসবেন,O
,তারে,O
,যদি,O
,না,O
,বুঝতে,O
,পারেন,O
,তাইলে,O
,আফনের,O
,এই,O
,প্রেমের,O
,কোনে,O
,অর্থ,O
,নাই,O
Sentence: 2199,জীবনে,O
,একলা,O
,একলা,O
,পথ,O
,চলা,O
,মেলা,O
,কঠিন,O
Sentence: 3065,আমার,O
,বইন,B-REL
,আমারে,O
,অনেক,O
,ভালবাসে,O
Sentence: 541,হেয়,O
,হের,O
,পরিবাররে,O
,ভালবাসে,O
Sentence: 2492,আমার,O
,ইস্কুলে,B-ORG
,কোন,O
,খেলার,B-LOC
,মাঠ,I-LOC
,নাই,O
Sentence: 2222,তুমি,O
,কহনই,O
,পারতা,O
,না,O
,অন্য,O
,কারও,O
,ভালোবাসারে,O
,ছিনায়া,O
,নিতে,O
Sentence: 2862,আমার,O
,সহালে,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 1542,তোমারে,O
,একটা,O
,উপহার,O
,দিতাম,O
,চাই,O
Sentence: 3427,ভালা,O
,মানুষ,O
Sentence: 2337,আফনেরে,O
,ছাড়া,O
,আমার,O
,বান্ধুবি,B-REL
,ভালা,O
,নাই,O
Sentence: 1917,তুমি,O
,কি,O
,এই,O
,বইডা,B-OBJ
,পড়তে,O
,চাও,O
Sentence: 254,আমি,O
,সাত,O
,মাস,O
,প্রেম,O
,কইরা,O
,একজনরে,O
,বিয়া,O
,করসি,O
Sentence: 2440,আবুডা,O
,একটা,O
,মুরগির,B-ANI
,বাচ্চা,I-ANI
,কোলে,O
,নিসে,O
