Sentence #,noakhali_word,bio_tag
,বউ,B-REL
,কে,O
,মারবে,O
,আর,O
,বাবা,B-REL
,মা,B-REL
,চুপ,O
,থাকবে,O
Sentence: 1011,আমার,O
,কোন,O
,ভাই,B-REL
,নেই,O
,আমি,O
,বড়,B-REL
,মেয়ে,I-REL
Sentence: 1012,আমাদের,O
,মধ্যেবিও,O
,পরিবার,O
Sentence: 1013,এসব,O
,কিছু,O
,কাউকে,O
,বলে,O
,কোন,O
,সমাধান,O
,নাই,O
Sentence: 1014,হেতারা,O
,কয়,O
,আমরা,O
,আঙ্গো,O
,বৌ,B-REL
,রে,O
,কত,O
,মারি,O
,কোন,O
,দিন,O
,মুখ,O
,দি,O
,কতা,O
,বাইর,O
,করে,O
,না,O
Sentence: 1015,আর,O
,শাশুড়িও,B-REL
,নাই,O
,মারা,O
,গেছে,O
,অনেক,O
,আগে,O
Sentence: 1016,আমরা,O
,বিয়ার,O
,হর,O
,তুনই,O
,আলাদা,O
,থাই,O
Sentence: 1017,শশুরবাড়ি,O
,আর,O
,স্বামীর,B-REL
,কিছু,O
,নাই,O
,কারণ,O
,হেতার,O
,মা,B-REL
,নাই,O
Sentence: 1018,হেতার,O
,বাপ,B-REL
,বিয়া,O
,কইরছে,O
,হিয়ানো,O
,বছরে,O
,একবার,O
,যাওয়া,O
,হয়,O
Sentence: 1019,আই,O
,তোয়ারে,O
,খাবার,B-FOOD
,দেই,O
Sentence: 1020,আন্নেরা,O
,কন,O
,যে,O
,স্বামী,B-REL
,ভালোবাসি,O
,কথা,O
,কয়না,O
Sentence: 1021,ইগিন,O
,সমস্যার,O
,সমাধান,O
,কোনাই,O
,হাইতাম,O
Sentence: 1022,আই,O
,অনেক,O
,চেষ্টা,O
,কইরছি,O
,যে,O
,আর,O
,কোন,O
,ভুল,O
,আছে,O
,কিনা,O
Sentence: 1023,হেতে,O
,বেকে,O
,রে,O
,কয়,O
,আই,O
,তো,O
,হেতির,O
,লগেই,O
,সংসার,O
,করি,O
Sentence: 1024,এরুম,O
,ন,O
,যে,O
,আই,O
,দেইখতে,O
,অসুন্দর,O
Sentence: 1025,যে,O
,কেউ,O
,আরে,O
,এক,O
,দেয়া,O
,তে,O
,হছন্দ,O
,কইরবো,O
Sentence: 1026,কোন,O
,উপায়,O
,হাইনা,O
,কি,O
,কইরতাম,O
Sentence: 1027,শুধু,O
,হোলার,B-REL
,মুখের,O
,দিকে,O
,রেনি,O
,চুপ,O
,করি,O
,আছি,O
Sentence: 1028,কিন্তু,O
,আই,O
,বাঁচি,O
,থাই,O
,ও,O
,মরি,O
,আছি,O
Sentence: 1029,আই,O
,আর,O
,স্বামীর,B-REL
,ভালবাসা,O
,চাই,O
Sentence: 1030,আর,O
,হরিবারের,O
,বেকের,O
,লগে,O
,হেতনে,O
,কথা,O
,কক,O
,এইডা,O
,চাই,O
Sentence: 1031,আর,O
,বাপ,B-REL
,মা,B-REL
,অনেক,O
,বার,O
,মাফ,O
,চাইছে,O
Sentence: 1032,যা,O
,অইছে,O
,অই,O
,গেছে,O
,তোয়ার,O
,কথাই,O
,মাইনলাম,O
,আঙ্গো,O
,দোষ,O
Sentence: 1033,আই,O
,চাইলেই,O
,আর,O
,বাপের,B-REL
,বাড়িত,O
,চলি,O
,যাইতে,O
,হারি,O
Sentence: 1034,সমাজের,O
,মানুষ,O
,নানান,O
,কথা,O
,কইবো,O
Sentence: 1035,আর,O
,বাপ,B-REL
,অসুস্থ,O
,অই,O
,যাইবো,O
Sentence: 1036,হে,O
,অন,O
,নিজের,O
,মুখেই,O
,কয়,O
,তোয়ার,O
,লগে,O
,আবার,O
,ও,O
,বেগগিন,O
,ঠিক,O
,কইরছি,O
Sentence: 1037,অন্য,O
,কোনানো,O
,বিয়া,O
,করি,O
,ভালা,O
,থাইকবা,O
,হেডা,O
,কেন্নে,O
,অয়,O
Sentence: 1038,হে,O
,বাইরে,O
,যা,O
,ইচ্ছা,O
,কইরবো,O
,বউ,B-REL
,হিসাবে,O
,আরে,O
,রাইখবো,O
Sentence: 1039,এম্মির,O
,দিকে,O
,আর,O
,হরিবারের,O
,লগে,O
,সম্পর্ক,O
,রাইখতো,O
,ন,O
Sentence: 1040,আরে,O
,অনেক,O
,মাইরতো,O
Sentence: 1041,হোলাগার,B-REL
,ভবিষ্যতের,O
,কথা,O
,ভাবি,O
,চুপ,O
,করি,O
,আছি,O
Sentence: 1042,আর,O
,বাপ,B-REL
,মাও,B-REL
,এডা,O
,লই,O
,অনেক,O
,কষ্ট,O
,হাইতেছে,O
Sentence: 1043,আই,O
,বড়,B-REL
,জি,I-REL
,আর,O
,ছোডো,B-REL
,বোইন,I-REL
,আছে,O
,খালি,O
Sentence: 1044,আন্নেরা,O
,হরামর্শ,O
,দেন,O
,আই,O
,কিরতাম,O
Sentence: 1045,দিন,O
,দিন,O
,মানসিক,O
,ভাবে,O
,অসুস্থ,O
,অই,O
,যাইতেছি,O
Sentence: 1046,কোন,O
,কতা,O
,খারাপ,O
,লাইগলে,O
,দয়া,O
,করি,O
,মাফ,O
,কইরবেন,O
Sentence: 1047,আই,O
,হেরেম,O
,করি,O
,বিয়া,O
,কইরছি,O
Sentence: 1048,আই,O
,আর,O
,স্বামীরে,B-REL
,অনেক,O
,ভালোবাসি,O
Sentence: 1049,আর,O
,বয়স,O
,উনিশ,O
,বছর,O
Sentence: 1050,ওকগা,O
,মানুষ,O
,কি,O
,হুদাই,O
,খারাপ,O
,অয়,O
,কন,O
Sentence: 1051,এরুম,O
,কিছু,O
,কইরগুম,O
,যাতে,O
,হেতার,O
,কাছে,O
,আরে,O
,না,O
,যাইতে,O
,অয়,O
Sentence: 1052,আই,O
,কার,O
,কাছে,O
,চাইয়ুম,O
Sentence: 1053,আন্নে,O
,থানায়,B-LOC
,যাই,O
,ওকগা,O
,মামলা,O
,করেন,O
Sentence: 1054,হুলিশরে,B-ROLE
,বেগগিন,O
,হথম,O
,তুন,O
,শেষ,O
,হইর্যন্ত,O
,খুলি,O
,কন,O
,আন্নের,O
,লগে,O
,কি,O
,কি,O
,অইছে,O
Sentence: 1055,হুলিশরে,B-ROLE
,এডাও,O
,কন,O
,যে,O
,আই,O
,যদি,O
,আর,O
,সমস্যার,O
,কোন,O
,সমাধান,O
,না,O
,হাই,O
Sentence: 1056,আই,O
,কিন্তু,O
,আত্মহত্যা,O
,কইরতে,O
,বাধ্য,O
,অইয়ুম,O
Sentence: 1057,এডাতে,O
,হুলিশের,B-ROLE
,উপর,O
,চাপ,O
,আইবো,O
Sentence: 1058,আন্নের,O
,মা,B-REL
,আর,O
,স্বামী,B-REL
,দুনোগাই,O
,সতর্ক,O
,অইবো,O
,আন্নের,O
,হতি,O
Sentence: 1059,আন্নে,O
,যদি,O
,হুলিশরে,B-ROLE
,বেগগিন,O
,খুলি,O
,কন,O
,তাইলেই,O
,চাইবেন,O
,সমস্যার,O
,সমাধান,O
,অই,O
,গেছে,O
Sentence: 1060,আন্নে,O
,ওকগা,O
,সাহায্য,O
,হাইতেছেন,O
,হুলিশের,B-ROLE
,কাছ,O
,তুন,O
Sentence: 1061,আই,O
,কইয়ুম,O
,আন্নে,O
,তালাকের,O
,হথ,O
,বাছি,O
,লন,O
Sentence: 1062,নিজের,O
,মতন,O
,করি,O
,বাঁচেন,O
Sentence: 1063,দুই,O
,বেলা,O
,ডাল,B-FOOD
,ভাত,I-FOOD
,খাই,O
,নিজের,O
,মত,O
,একা,O
,থান,O
,অনেক,O
,ভালা,O
Sentence: 1064,যেডাই,O
,অক,O
,মার,B-REL
,কাছে,O
,অনেক,O
,কিছু,O
,হাওনের,O
,থাইকলেও,O
,আন্নে,O
,হেরুম,O
,কিছু,O
,হান,O
,ন,O
Sentence: 1065,অন্যদিকে,O
,আন্নের,O
,স্বামীও,B-REL
,লোক,O
,হিসাবে,O
,ভালা,O
,ন,O
Sentence: 1066,আন্নের,O
,দুই,O
,দিকেই,O
,জ্বালা,O
,অইছে,O
Sentence: 1067,কিছু,O
,কিছু,O
,বিষয়ের,O
,কোন,O
,সমাধান,O
,থায়,O
,না,O
Sentence: 1068,অবশ্যই,O
,আন্নে,O
,নিয়মিত,O
,নামাজ,O
,হড়ি,O
,আল্লার,O
,কাছে,O
,শান্তি,O
,চাই,O
,দোয়া,O
,কইরতে,O
,হারেন,O
Sentence: 1069,নিজেরে,O
,যোগ্য,O
,করি,O
,গড়ি,O
,তুইলতে,O
,হারেন,O
Sentence: 1070,নিজেই,O
,নিজের,O
,জীবন,O
,হরিচালনা,O
,কইরতে,O
,হারেন,O
Sentence: 1071,আন্নের,O
,লাই,O
,শুভকামনা,O
,রইলো,O
Sentence: 1072,আন্নে,O
,নিজে,O
,কিছু,O
,করার,O
,চেষ্টা,O
,করেন,O
,যেন,O
,হরিবারের,O
,সাহায্য,O
,হয়,O
Sentence: 1073,বেকে,O
,একলগে,O
,খারাপ,O
,অয়,O
,না,O
Sentence: 1074,হেতারা,O
,আন্নেরে,O
,কেমনে,O
,চায়,O
,হেতাগো,O
,মতন,O
,অনের,O
,চেষ্টা,O
,করেন,O
Sentence: 1075,আশা,O
,করছি,O
,সব,O
,কিছু,O
,সমাধান,O
,হবে,O
Sentence: 1076,আমার,O
,বিয়ে,O
,হয়েছে,O
,নয়,O
,বছর,O
Sentence: 1077,প্রেম,O
,করে,O
,বিয়ে,O
,কিন্তু,O
,পারিবারিক,O
,ভাবেই,O
,হয়েছে,O
Sentence: 1078,প্রথম,O
,থেকেই,O
,আমার,O
,শাশুড়ি,B-REL
,আমাকে,O
,অনেক,O
,ভালবাসে,O
Sentence: 1079,ওনারা,O
,আমার,O
,স্বামীকে,B-REL
,অশিক্ষিত,O
,মেয়ের,O
,সাথে,O
,বিয়ে,O
,দিতে,O
,চেয়েছিল,O
Sentence: 1080,তাদের,O
,ঘরের,O
,কাজের,B-ROLE
,মানুষ,I-ROLE
,হিসেবে,O
,রাখতে,O
,চেয়েছিল,O
Sentence: 1081,আমার,O
,স্বামী,B-REL
,নিজ,O
,পছন্দে,O
,আমাকে,O
,বিয়ে,O
,করেছে,O
Sentence: 1082,গত,O
,নয়,O
,বছরে,O
,একটানা,O
,নয়,O
,দিনের,O
,জন্যও,O
,তারা,O
,আমার,O
,সাথে,O
,কথা,O
,বলেনি,O
Sentence: 1083,কোনো,O
,আত্মীয়,B-REL
,আমার,O
,বাসায়,O
,এলে,O
,তাদের,O
,সাথেও,O
,সম্পর্ক,O
,নষ্ট,O
,করতো,O
Sentence: 1084,আমরা,O
,হারিবারিক,O
,কারনে,O
,বছর,O
,ওকগার,O
,লাই,O
,অন,O
,নিজ,O
,বাড়ি,O
,ছাড়ি,O
,অন্য,O
,জাগাত,O
,আছিলাম,O
Sentence: 1085,নিজ,O
,বাড়িত,O
,আই,O
,হুনি,O
,হুরা,O
,এলাকাত,O
,আঙ্গো,O
,নামে,O
,খারাপ,O
,কথা,O
,কইছে,O
Sentence: 1086,আর,O
,বিরুদ্ধে,O
,বুঝাইছে,O
,যে,O
,আই,O
,আর,O
,স্বামী,B-REL
,রে,O
,তাবিজ,B-OBJ
,করি,O
,নিজ,O
,বাড়ির,O
,তুন,O
,হরা,O
,হালাইছে,O
Sentence: 1087,সম্পত্তি,O
,বেগগিন,O
,বেচি,O
,দি,O
,স্বামীরে,B-REL
,ছাড়ি,O
,চলি,O
,যাইয়ুম,O
Sentence: 1088,তোয়ার,O
,বৌ,B-REL
,বেলে,O
,তোয়ার,O
,সম্পত্তি,O
,বেচি,O
,হালাইতেছে,O
Sentence: 1089,আর,O
,স্বামী,B-REL
,বেকেরে,O
,বুঝাই,O
,বুঝাই,O
,ক্লান্ত,O
,যে,O
,আই,O
,ইরুম,O
,কিছু,O
,কইরতেছি,O
,না,O
Sentence: 1090,মান,O
,সন্মানের,O
,ডরে,O
,কেউ,O
,কিছু,O
,কয়,O
,না,O
Sentence: 1091,আঙ্গো,O
,তিন,O
,বছরের,O
,হেরেম,O
Sentence: 1092,হোলাগা,B-REL
,বাপ,B-REL
,চাচার,B-REL
,ডরে,O
,বাড়িত,O
,কিছু,O
,কইতে,O
,হারে,O
,না,O
Sentence: 1093,আর,O
,কাছে,O
,আরও,O
,সময়,O
,চাইতো,O
Sentence: 1094,বয়স,O
,আর,O
,তন,O
,হোলোতে,O
,হইড়লো,O
Sentence: 1095,তনকার,O
,সময়,O
,মাইয়া,O
,গো,O
,লাই,O
,এটা,O
,অনেক,O
,বয়স,O
Sentence: 1096,বাড়ির,O
,তুন,O
,হোলা,O
,দেয়া,O
,শুরু,O
,কইরলো,O
Sentence: 1097,তোর,O
,বড়,B-ROLE
,ভাইয়ের,I-ROLE
,লগে,O
,বিয়া,O
,ঠিক,O
,হইলো,O
Sentence: 1098,আই,O
,অন,O
,তোর,O
,ভাইরে,B-ROLE
,বিয়া,O
,কইরতে,O
,চাই,O
,না,O
Sentence: 1099,আই,O
,আরও,O
,এক,O
,বছর,O
,হরে,O
,বিয়া,O
,কইরতে,O
,চাই,O
Sentence: 1100,হোলাগা,O
,আর,O
,বাপের,B-REL
,লগে,O
,কতা,O
,কই,O
,আঙ্গো,O
,বিয়া,O
,ঠিক,O
,কইরছে,O
Sentence: 1101,এডারই,O
,মাঝে,O
,এককান,O
,অঘটন,O
,ঘটি,O
,গেলো,O
Sentence: 1102,হেতে,O
,হেতাঁর,O
,বাপের,B-REL
,ডরে,O
,কোনো,O
,কতাই,O
,কইতে,O
,হাইরলো,O
,না,O
Sentence: 1103,আই,O
,অনই,O
,বিয়া,O
,করি,O
,হেলতাম,O
,চাই,O
Sentence: 1104,আর,O
,বেগগিন,O
,শেষ,O
,অই,O
,যাইবো,O
Sentence: 1105,দয়া,O
,করি,O
,তুমি,O
,তোয়ার,O
,হরিবারের,O
,হছন্দে,O
,বিয়া,O
,করি,O
,হালাও,O
Sentence: 1106,এই,O
,সাহস,O
,আর,O
,নাই,O
Sentence: 1107,আরে,O
,ভালোবাইসলে,O
,এদ্দুর,O
,উপকার,O
,করো,O
,হাত,O
,হড়ি,O
,তোয়ার,O
Sentence: 1108,বেগগিন,O
,হুনি,O
,বুইঝলাম,O
,যে,O
,অন,O
,আর,O
,ইয়ানো,O
,থাই,O
,কোন,O
,লাভ,O
,অইতো,O
,ন,O
Sentence: 1109,তোর,O
,বড্ডা,B-ROLE
,ভাইরেই,I-ROLE
,বিয়া,O
,কইরতে,O
,অইবো,O
,অন,O
Sentence: 1110,বাড়ীত,O
,কইলাম,O
,আই,O
,এই,O
,বিয়াত,O
,রাজি,O
Sentence: 1111,যত,O
,তাড়াতাড়ি,O
,সম্ভব,O
,বিয়ার,O
,ব্যবস্থা,O
,করো,O
Sentence: 1112,হনরো,O
,দিনের,O
,মইধ্যে,O
,আঙ্গো,O
,বিয়া,O
,অইলো,O
Sentence: 1113,এই,O
,কাহিনী,O
,হুরাটা,O
,হুনি,O
,আই,O
,অবাক,O
Sentence: 1114,আই,O
,এককান,O
,খুব,O
,বড্ডা,O
,সমস্যাত,O
,হইড়ছি,O
,দয়া,O
,করি,O
,কেউ,O
,হাসাহাসি,O
,কইরবেন,O
,না,O
Sentence: 1115,আর,O
,গার্লফ্রেন্ড,B-REL
,এর,O
,হরিবারের,O
,ডিফেন্স,O
,এর,O
,জব,O
,বোলে,O
,হছন্দ,O
,ন,O
Sentence: 1116,তবে,O
,আর,O
,গার্লফ্রেন্ড,B-REL
,আরে,O
,কইছে,O
,আই,O
,হেতিরে,O
,যেন্নে,O
,রাইখখুম,O
,হেতি,O
,হেন্নেই,O
,থাইকবো,O
Sentence: 1117,তাই,O
,আই,O
,হেতিরে,O
,হলাই,O
,বিয়া,O
,কইরতাম,O
,চাই,O
Sentence: 1118,আর,O
,গার্লফ্রেন্ড,B-REL
