Sentence #,barishal_word,bio_tag
,গইড়রা,O
,তোলতে,O
,পারেন,O
Sentence: 1070,নিজেই,O
,নিজের,O
,জীবন,O
,চালাইতে,O
,পারেন,O
Sentence: 1071,আমনের,O
,লইজ্ঞা,O
,শুভকামনা,O
,রইল,O
Sentence: 1072,আমনে,O
,নিজে,O
,কিছু,O
,করার,O
,চেষ্টা,O
,করেন,O
,যেন,O
,পরিবারের,O
,সাহাইয্য,O
,হয়,O
Sentence: 1073,হগলডি,O
,একলগে,O
,খারাপ,O
,হয়,O
,না,O
Sentence: 1074,অরা,O
,আমনেরে,O
,ক্যামনে,O
,চায়,O
,অগো,O
,মতো,O
,হওনের,O
,চেষ্টা,O
,করবেন,O
Sentence: 1075,আশা,O
,করতেয়াছি,O
,হগল,O
,কিছু,O
,সমাধান,O
,হইবে,O
Sentence: 1076,মোর,O
,বিয়া,O
,হইছে,O
,নয়,O
,বছর,O
Sentence: 1077,প্রেম,O
,কইররা,O
,বিয়া,O
,তয়,O
,পারিবারিক,O
,ভাবেই,O
,হইছে,O
Sentence: 1078,পরথোম,O
,গোনেই,O
,মোর,O
,হাউরি,B-REL
,মোরে,O
,বেমালা,O
,ভালোবাসে,O
Sentence: 1079,হ্যারা,O
,মোর,O
,জামাইরে,B-REL
,অশিক্ষিত,O
,মাইয়ার,O
,লগে,O
,বিয়া,O
,দেতে,O
,চাইল্লেহ,O
Sentence: 1080,হ্যাগো,O
,ঘরের,O
,কামের,B-ROLE
,মানুষ,I-ROLE
,হিসাবে,O
,রাখতে,O
,চাইল্লেহ,O
Sentence: 1081,মোর,O
,জামাই,B-REL
,নিজের,O
,পছন্দে,O
,মোরে,O
,বিয়া,O
,করছে,O
Sentence: 1082,গ্যাছে,O
,নয়,O
,বছর,O
,একটানা,O
,নয়,O
,দিনের,O
,লইজ্ঞাও,O
,হ্যারা,O
,মোর,O
,লগে,O
,কথা,O
,কয়,O
,নাই,O
Sentence: 1083,কোনো,O
,মেহমান,B-REL
,মোর,O
,বাড়ি,O
,আইলে,O
,হ্যাগো,O
,লগেও,O
,সম্পর্ক,O
,নষ্ট,O
,করতে,O
Sentence: 1084,মোরা,O
,পারিবারিক,O
,কারনে,O
,এক,O
,বছরের,O
,লইজ্ঞা,O
,এহন,O
,নিজেগো,O
,বাড়ি,O
,গোনে,O
,অন্যহানে,O
,আল্লাহম,O
Sentence: 1085,নিজেগো,O
,বাড়িতে,O
,আইয়া,O
,হুইয়া,O
,পুরা,O
,এলাকায়,O
,মোগো,O
,নামে,O
,খারাপ,O
,কথা,O
,কইছে,O
Sentence: 1086,মোর,O
,বিরুদ্ধে,O
,বুজাইছে,O
,যে,O
,মুই,O
,মোর,O
,জামাইরে,B-REL
,তাবিজ,B-OBJ
,কইররা,O
,নিজেগো,O
,বাড়ি,O
,গোনে,O
,সরাইয়া,O
,হালাইছি,O
Sentence: 1087,হগল,O
,সম্পত্তি,O
,বেইচ্চা,O
,জামাইরে,B-REL
,হালাইয়া,O
,চইললা,O
,যামু,O
Sentence: 1088,তোমার,O
,বউ,B-REL
,বোলে,O
,তোমারে,O
,সম্পত্তি,O
,বেইচ্চা,O
,হালাইতেয়াছে,O
Sentence: 1089,মোর,O
,জামাই,B-REL
,হগলডিরে,O
,বুজাইয়া,O
,বুজাইয়া,O
,কেলান্ত,O
,যে,O
,মুই,O
,এরহম,O
,কিছু,O
,করতেয়াছি,O
,না,O
Sentence: 1090,মান,O
,সম্মানের,O
,ডরে,O
,কেউ,O
,কিছু,O
,কয়,O
,না,O
Sentence: 1091,মোগো,O
,তিন,O
,বছরের,O
,প্রেম,O
Sentence: 1092,পোলাডা,B-REL
,বাপ,B-REL
,চাচার,B-REL
,ডরে,O
,বাড়িতে,O
,কিছু,O
,কইতে,O
,পারে,O
,না,O
Sentence: 1093,মোর,O
,ধারে,O
,আরও,O
,সময়,O
,চাইতে,O
Sentence: 1094,বয়স,O
,মোর,O
,তহন,O
,ষোলো,O
,তে,O
,পড়ছেলে,O
Sentence: 1095,হেই,O
,সময়,O
,মাইয়াগো,O
,লইজ্ঞা,O
,এইডা,O
,বেমালা,O
,বয়স,O
Sentence: 1096,বাড়ি,O
,গোনে,O
,পোলা,O
,দ্যাহা,O
,শুরু,O
,করছে,O
Sentence: 1097,তোর,O
,বড়,B-ROLE
,ভাইর,I-ROLE
,লগে,O
,বিয়া,O
,ঠিক,O
,হইছে,O
Sentence: 1098,মুই,O
,এহন,O
,তোর,O
,ভাইরে,B-ROLE
,বিয়া,O
,করতে,O
,চাই,O
,না,O
Sentence: 1099,মুই,O
,আরও,O
,এউক্কা,O
,বছর,O
,পর,O
,বিয়া,O
,করতে,O
,চাই,O
Sentence: 1100,পোলাডা,O
,মোর,O
,বাফের,B-REL
,লগে,O
,কথা,O
,কইয়া,O
,মোগো,O
,বিয়া,O
,ঠিক,O
,করছে,O
Sentence: 1101,হেইয়ার,O
,মইধ্যে,O
,এউক্কা,O
,অঘটন,O
,ঘইটটা,O
,গ্যালে,O
Sentence: 1102,হ্যায়,O
,হ্যার,O
,বাফের,B-REL
,ডরে,O
,কোনো,O
,কথাই,O
,কইতে,O
,পারলে,O
,না,O
Sentence: 1103,মুই,O
,এহনই,O
,বিয়া,O
,কইররা,O
,হালাইতে,O
,চাই,O
Sentence: 1104,মোর,O
,সব,O
,শ্যাষ,O
,হইয়া,O
,যাইবে,O
Sentence: 1105,দইয়া,O
,কইররা,O
,তুমি,O
,তোমার,O
,পরিবারের,O
,পছন্দে,O
,বিয়া,O
,কইররা,O
,হালাও,O
Sentence: 1106,এই,O
,বল,O
,মোর,O
,নাই,O
Sentence: 1107,মোরে,O
,ভালোবাসলে,O
,এউডু,O
,উপকার,O
,উপকার,O
,করো,O
,পাও,O
,ধরি,O
,তোমার,O
Sentence: 1108,হগল,O
,কিছু,O
,হুইননা,O
,বোঝলাম,O
,যে,O
,এহন,O
,আর,O
,এইহানে,O
,থাইককা,O
,কোন,O
,লাভ,O
,হইবে,O
,না,O
Sentence: 1109,তোর,O
,বড়,B-ROLE
,ভাইরেই,I-ROLE
,বিয়া,O
,করতে,O
,হইবে,O
,এহন,O
Sentence: 1110,বাড়ি,O
,কইলাম,O
,মুই,O
,এই,O
,বিয়ায়,O
,রাজি,O
Sentence: 1111,যত,O
,হওয়ালে,O
,সম্ভব,O
,বিয়ার,O
,আয়োজন,O
,করো,O
Sentence: 1112,পনরো,O
,দিনের,O
,মইধ্যেই,O
,মোগো,O
,বিয়া,O
,হইলে,O
Sentence: 1113,এই,O
,কাহিনি,O
,পুরাডা,O
,হুইননা,O
,মুই,O
,অবাক,O
Sentence: 1114,মুই,O
,এউক্কা,O
,বড়,O
,সমেস্যায়,O
,পরছি,O
,দয়া,O
,কইররা,O
,কেউ,O
,হাসাহাসি,O
,করবেন,O
,না,O
Sentence: 1115,মোর,O
,গার্লফ্রেন্ড,B-REL
,এর,O
,পরিবারের,O
,ডিফেন্স,O
,এর,O
,জব,O
,বোলে,O
,পছন্দ,O
,না,O
Sentence: 1116,তয়,O
,মোর,O
,গার্লফ্রেন্ড,B-REL
,মোরে,O
,কইছে,O
,মুই,O
,হ্যারে,O
,যেমনে,O
,রাখমু,O
,হ্যায়,O
,হেমনেই,O
,থাকবে,O
Sentence: 1117,হেইতে,O
,মুই,O
,হ্যারে,O
,পলাইয়া,O
,বিয়া,O
,করতে,O
,চাই,O
Sentence: 1118,মোর,O
,গার্লফ্রেন্ড,B-REL
,এর,O
,বয়স,O
,উনিশ,O
,বছর,O
Sentence: 1119,মুই,O
,চাইতেয়াছি,O
,টেরনিং,O
,দিয়া,O
,আইয়াই,O
,হ্যারে,O
,বিয়া,O
,করতে,O
Sentence: 1120,যদি,O
,পলাইয়া,O
,বিয়া,O
,করি,O
,পরে,O
,কি,O
,হ্যার,O
,ফেমিলি,O
,কোনো,O
,সমেস্যা,O
,করতে,O
,পারবে,O
Sentence: 1121,মোগো,O
,ফেমিলি,O
,গোনে,O
,অগো,O
,ফেমিলি,O
,ম্যালা,O
,বড়লোক,O
Sentence: 1122,মুই,O
,গেরামের,B-LOC
,পোলা,B-ROLE
,ঢাহায়,B-LOC
,এউক্কা,O
,পেরাইভেট,B-ORG
,বিশ্ববিদ্যালয়ে,I-ORG
,পড়ালেহা,O
,করি,O
Sentence: 1123,হ্যার,O
,লগে,O
,পরিচয়,O
,হ্যারে,O
,পেরাইভেট,O
,পড়াইতে,O
,যাইয়া,O
Sentence: 1124,দয়া,O
,কইররা,O
,পরামর্শ,O
,দ্যান,O
,বিয়ার,O
,পর,O
,কি,O
,হ্যার,O
,পরিবার,O
,কোনো,O
,সমেস্যা,O
,করতে,O
,পারবে,O
Sentence: 1125,মুই,O
,আর,O
,মোর,O
,বয়ফ্রেন্ড,B-REL
,এক,O
,ইস্কুলে,B-ORG
,পড়তাম,O
Sentence: 1126,কেলাস,O
,নাইনে,O
,মোগো,O
,পোরথোম,O
,কথা,O
,হয়,O
,ফেসবুকে,B-ORG
Sentence: 1127,হেইয়ারপ,O
,গোনে,O
,কেলাস,O
,টেনে,O
,রিলেশনে,O
,যাই,O
Sentence: 1128,মোর,O
,বন্ধুত্ব,B-REL
,থুইয়া,O
,অন্য,O
,কিছুর,O
,ইচ্ছা,O
,আল্লেহ,O
,না,O
Sentence: 1129,তয়,O
,পোলাডা,O
,বেমালা,O
,ভালো,O
,মানু,O
,কোনো,O
,নেশা,O
,নাই,O
Sentence: 1130,মুই,O
,হগল,O
,ব্যাপার,O
,বুইজঝা,O
,প্রেম,O
,করতে,O
,গেল্লাম,O
Sentence: 1131,পোরথোমদিক,O
,অত,O
,ভালোবাস্তাম,O
,না,O
Sentence: 1132,মোগো,O
,মেক্সিমাম,O
,কথা,O
,হইছে,O
,অনলাইনে,O
Sentence: 1133,অতদিনে,O
,মুই,O
,ম্যালা,O
,ভালোবাইসসা,O
,হালাইছি,O
,অরে,O
Sentence: 1134,অর,O
,আর,O
,মোর,O
,ইস্কুল,B-REL
,ফ্রেন্ডরা,I-REL
,ব্যাবাক,O
,জানতে,O
Sentence: 1135,হ্যারা,O
,মোরে,O
,পছন্দ,O
,করতে,O
,চাইতে,O
,মোগো,O
,সম্পর্ক,O
,ফিররা,O
,জোরা,O
,লাগুক,O
Sentence: 1136,এমনে,O
,ক্যাচাল,O
,হয়,O
,ফিররা,O
,মিল,O
,এইরহম,O
,করতে,O
,করতে,O
,পাঁচ,O
,বছর,O
,হইছে,O
,এহন,O
Sentence: 1137,মোর,O
,অসুস্থতার,O
,লইজ্ঞা,O
,মোর,O
,এক,O
,বছর,O
,গ্যাপ,O
,গ্যাছে,O
Sentence: 1138,মুই,O
,এহন,O
,সুস্থ,O
,ম্যালা,O
Sentence: 1139,মুই,O
,ক্যামনে,O
,এহন,O
,অরে,O
,ভুইললা,O
,যাই,O
Sentence: 1140,মোর,O
,বয়স,O
,পঁচিশ,O
,হইলেও,O
,মুই,O
,পাঁচ,O
,বছর,O
,কন্সিডার,O
,করতাম,O
Sentence: 1141,মুই,O
,হ্যারে,O
,থুইয়া,O
,কিছু,O
,ভাবি,O
,নাই,O
,পাঁচ,O
,বছরে,O
Sentence: 1142,মজা,O
,কইররা,O
,অন্য,O
,পোলার,O
,কথা,O
,কইয়া,O
,হ্যারে,O
,চেতাইছি,O
,বেমালা,O
Sentence: 1143,হ্যারেই,O
,ভালোবাসি,O
,মুই,O
,হ্যারে,O
,ছারতে,O
,চাই,O
,না,O
Sentence: 1144,মুই,O
,বুইজঝা,O
,গ্যাছি,O
,অই,O
,পোলারে,O
,থুইয়া,O
,মুই,O
,থাকতে,O
,পারমু,O
,না,O
Sentence: 1145,এহন,O
,হ্যায়,O
,মোরে,O
,কয়,O
,হ্যার,O
,লাইফ,O
,গোনে,O
,চইললা,O
,যাইতে,O
Sentence: 1146,মুই,O
,ম্যালা,O
,চিন্তায়,O
,পইররা,O
,গ্যাছি,O
,মুই,O
,কি,O
,করমু,O
Sentence: 1147,এক,O
,কালে,O
,যাইয়া,O
,যদি,O
,কয়,O
,যে,O
,ধইররা,O
,থুইলেই,O
,তো,O
,পারতা,O
Sentence: 1148,আমনেরা,O
,কন,O
,এহন,O
,মুই,O
,আসলে,O
,করমু,O
,কি,O
Sentence: 1149,বাংলাদেশি,B-ROLE
,মাইয়াডা,I-ROLE
,পরিবার,O
,লইয়া,O
,নিউজিল্যান্ড,B-LOC
,থাহে,O
Sentence: 1150,ঐহানে,O
,এউক্কা,O
,বাংলাদেশি,B-ROLE
,পোলার,I-ROLE
,লগে,O
,পরিচয়,O
,হেইয়ারপর,O
,সম্পর্ক,O
Sentence: 1151,বিয়াডা,O
,ঐ,O
,দ্যাশে,B-LOC
,করতে,O
,চাইছেলা,O
,মাইয়া,O
,তয়,O
,পোলার,O
,ইচ্ছা,O
,বাংলাদেশে,B-LOC
,আইয়া,O
,দুইজন,O
,বিয়া,O
,করবে,O
Sentence: 1152,পোলা,O
,এক,O
,মাস,O
,আগে,O
,বাংলাদেশে,B-LOC
,আইছে,O
,এই,O
,ঈদে,O
,হ্যাগো,O
,বিয়া,O
,হওনের,O
,কথা,O
Sentence: 1153,মাইয়া,O
,হ্যার,O
,পরিবার,O
,লইয়া,O
,ঈদের,O
,কয়দিন,O
,আগে,O
,দ্যাশে,B-LOC
,আওয়ার,O
,কথা,O
,আল্লেহ,O
Sentence: 1154,তয়,O
,পোলা,O
,বাংলাদেশে,B-LOC
,আওয়ার,O
,পর,O
,হেই,O
,মাইয়াডার,O
,লগে,O
,যোগাযোগ,O
,বন্ধ,O
,কইররা,O
,দ্যায়,O
Sentence: 1155,মাইয়াডা,O
,বিভিন্নতারায়,O
,চেষ্টা,O
,করছে,O
,হ্যার,O
,লগে,O
,কোন,O
,ধরনের,O
,যোগাযোগ,O
,করতে,O
,পারছেলে,O
,না,O
Sentence: 1156,মাইয়াডা,O
,কয়ডাসপ্তা,O
,আগে,O
,হ্যার,O
,লগে,O
,ঘইট্টা,O
,যাওয়া,O
,কাহিনি,O
,মোগো,O
,লগে,O
,সেয়ার,O
,করে,O
Sentence: 1157,হেই,O
,পোলাডারে,O
,বিসরাইয়া,O
,বাইর,O
,করার,O
,ব্যাপারে,O
,মোগো,O
,সাহাইয্য,O
,চাইতেয়াছে,O
Sentence: 1158,মাইয়াডার,O
,কাহিনি,O
,হুইননা,O
,মোরা,O
,হ্যারে,O
,দ্যাশে,B-LOC
,আইতে,O
,কই,O
Sentence: 1159,হ্যায়,O
,হ্যার,O
,পরিবার,O
,থুইয়া,O
,ঈদের,O
,আগের,O
,দিন,O
,বাংলাদেশে,B-LOC
,আইল্লেহ,O
Sentence: 1160,পোলাডারে,O
,বিসরাইয়া,O
,পাওয়ার,O
,মতো,O
,খালি,O
,হ্যার,O
,ধারে,O
,পোলার,O
,পাস্পোর্ট,B-OBJ
,কপি,I-OBJ
,আল্লেহ,O
,এউক্কা,O
Sentence: 1161,মোরা,O
,মাইয়াডারে,O
,লইয়া,O
,পোলার,O
